"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71"
20140716,571491.8375,173639.0535,364118.9658,172487.7,163097.889,133604.3452,270950.2008,60687.2174,151343.1984,197203.4993,133087.472,222200.4938,189175.5,445627.2431,37940.0107,211032.9493,269515.9629,70385.7982,73126.4732,179353.8376,134388.4909,60107.365,185125.0918,85423.2629,150707.188,249168.7677,62690.3828,169936.1772,395463.8799,62695.3119,106429.785,289190.587,64067.0731,79623.5636,219020.419,247766.26,147812.8953,108944.4046,98120.1791,62987.3109,64512.5204,79920.526,163773.5737,73328.7832,80870.196,30185.4488,52942.1762,68911.7381,69539.655,77198.3253,83073.8066,47532.0806,194703.6009,100006.4356,91497.2691,92917.7842,104837.3941,59267.943,38110.983,137202.7504,133222.7089,39911.5833,90065.7948,92194.7144,61654.5795,43459.6122,82073.1286,89109.0205,59720.17044,47711.58
20140717,561300.9466,170430.7987,367836.1512,167758.6,159838.0344,130640.4787,266838.8173,59411.992,149399.0064,194591.9542,131294.5307,218983.4879,186995.7,439357.4563,37837.2201,208382.6139,266935.0987,70148.5427,72710.2332,177794.6264,131839.8018,59497.952,184685.5736,85216.2727,149094.5118,247626.8111,61285.7516,168328.8703,389171.3988,62189.6075,103962.097,283956.7523,63672.8141,79131.7029,217559.2005,246960.3589,147258.7052,108793.9667,97230.6035,61929.2681,64258.8004,78522.1329,162187.8369,75966.2554,80240.4691,29278.2359,51970.7601,66573.3038,68085.19,75528.3874,82597.0559,47173.0468,192105.02,98439.6998,89253.9444,91794.7785,103379.7913,58146.2711,37844.8272,136429.5636,132986.7773,39715.4576,88990.1031,90989.9692,62931.2273,43334.1711,83395.9405,87352.7302,59591.60172,47002.8185
20140718,569381.4541,175589.1566,369157.8172,167758.6,162887.5758,136967.2971,265334.6526,59901.8136,150553.3704,195738.4862,132728.8837,220383.8316,187722.3,441161.0936,38597.8705,210163.308,270095.3406,70069.4575,73292.4706,178195.5664,134000.28,59995.1047,186487.5984,87430.3604,146129.2686,248216.9426,62122.5532,170491.4287,404481.6708,62237.7698,104060.3135,288002.3651,64343.0543,79855.0274,217965.0945,248507.6891,148609.5436,109518.8039,97843.4222,62840.9858,65087.6189,79292.0347,165043.6357,76945.3839,81400.4924,29406.5286,52693.9254,68118.9128,68771.8473,76544.8714,83769.068,47681.678,192115,99011.3467,90550.8665,93078.2136,104113.1764,58673.231,38028.6014,136581.1688,135298.907,40018.561,90580.256,91796.1521,64177.8363,43824.5315,83797.6834,89555.6633,60197.7114,47290.5335
20140721,566420.8876,178104.4977,370355.5769,169550.68,163203.0456,136460.714,260521.3256,59960.9301,149915.4324,193318.0298,132421.5224,220421.6788,186632.4,442664.1247,38659.5449,209956.2505,268883.9145,69990.3723,72905.5294,178240.1153,134472.8845,60027.1791,186355.743,85981.467,147013.6394,249930.2277,62172.3628,169497.8208,400369.7353,62442.4597,103777.9412,286502.9422,64165.6378,79724.829,217234.4853,247476.1356,148488.3145,109012.7855,96420.1014,62480.8011,64732.411,79017.0698,165549.8198,77060.0566,81069.0571,29534.8213,52491.706,68319.1212,68809.3013,76454.1139,83451.2342,47452.2953,190468.3,98323.2533,90375.6067,93559.5017,103572.3049,58424.8071,37578.6713,136308.2794,134591.1122,40036.3906,90077.4871,92067.8992,64523.2822,43835.9352,83346.9475,90108.2891,60188.52792,47269.4812
20140722,571130.0575,177770.8726,370314.2749,173185.1178,163203.0456,137182.4846,260922.4362,61894.8812,150674.8824,194209.7769,132933.7913,222049.1053,186528.6,444639.5369,38700.6611,211312.1,270464.0355,70464.8833,73731.7162,180111.1687,137612.3293,60556.4062,181037.572,86061.0927,147494.8411,252385.9364,62471.2205,170754.4426,403880.9939,62972.2453,105607.2223,289897.862,64875.3038,79131.7029,216747.4124,247057.067,149302.2813,110147.9079,95154.9273,62469.5453,65138.3628,79559.1435,166046.8006,76548.4399,81400.4924,29122.4518,52438.3282,69398.3447,68703.1816,76690.0834,83166.0104,47661.7316,193701.82,98841.9698,91450.5332,94609.585,101628.8345,59275.471,37629.3677,135186.4006,134292.2655,40036.3906,91047.9481,93173.0038,64718.5342,44542.9664,84317.0095,91682.8941,59646.7026,47311.5858
20140723,581960.812,182954.894,370644.6913,171741,163203.0456,138733.5235,259819.382,62511.3809,152436.8065,193572.8147,131550.6652,221916.7029,186217.2,447688.5428,38752.0564,211021.95,270358.6941,70306.713,72442.5952,179576.582,136763.5225,59995.1047,179367.4026,86745.76,145343.4713,254860.6816,63128.7074,169819.2822,404834.9601,64886.6979,106515.7244,289105.714,65742.6734,79594.6306,216449.7568,248185.3286,149007.8678,110804.3643,94245.5835,62221.9183,64766.2403,79818.3962,164804.3487,74325.5537,81731.9276,29104.1243,51450.8393,71370.2975,67654.4686,77071.2649,82749.4861,47781.4096,193242.74,98746.6954,90831.2821,91308.8779,100592.9281,59576.591,38484.8686,136846.5937,133820.4023,39947.2425,91351.9479,92855.9656,64538.3016,44279.3494,84209.2248,92364.2136,60032.40876,47030.8882
20140724,581002.7532,194951.8716,366762.2977,170496.5,164257.1896,139040.66,260120.215,61996.2236,152323.69,193254.3336,132319.0686,222556.1239,184245,447817.3741,38937.0795,211602.25,270842.336,70543.9685,73012.2462,180289.3643,127666.0666,57351.3306,180070.6318,86108.8602,146626.9432,256707.2223,63039.0501,170111.5198,403200.2971,64826.495,105889.5946,289134.005,65841.2382,79811.628,217180.3661,246122.2216,150324.0693,111050.5354,94245.5835,62075.5932,64800.0696,79252.754,165020.6273,74105.0292,81999.9646,29149.9431,51093.2082,69023.8548,65569.5275,77298.57,83384.1898,47871.168,194849.52,98609.0767,90632.6544,89644.2618,99877.8777,60562.759,38649.6318,138488.994,134543.9259,39920.4981,92240.5628,92185.6562,64418.1465,45003.5708,83954.4611,92553.4691,59876.2896,47051.9405
20140725,584840.9761,195497.8825,367588.3389,169571.75,163941.7148,137965.6825,258616.0503,62437.2347,152141.23,192298.8903,133036.2451,221954.3159,184488.14,443093.5621,38957.6376,212555.6,270894.835,69674.0317,72855.184,179665.6798,127545.3929,56276.1937,180202.4873,84675.8355,144915.6473,254270.5501,62660.497,169936.1772,401223.9811,64669.9674,105484.4518,288879.386,65525.831,78350.5124,215286.1939,244897.2518,149336.9181,110818.0405,94611.2979,61625.3622,64580.179,78632.1188,149704.3175,74969.485,81883.9113,28820.0475,49982.9505,69800.6635,65450.923,77334.75,82789.1551,47571.9732,194011.2,97317.5783,88506.1695,88779.5262,99604.5125,59275.471,38269.4091,137946.5498,133458.6405,39884.8389,92509.4857,91232.5159,64643.4373,44618.8282,82974.6004,92992.5416,59628.33564,47318.6033
20140728,592918.6089,194795.8685,363210.3204,169472.73,162995.2905,140453.4875,256610.4974,61782.3284,151137.7,191725.6243,132780.1106,222631.3499,185059.15,448203.8678,38844.568,213799.1,270894.835,69753.1168,72099.9141,180645.7554,127092.8665,56003.3978,178796.0289,85567.4953,145058.2553,253642.3455,62521.0301,169410.1495,402093.7882,64657.9268,104588.2268,288879.386,65190.711,78046.7161,214474.4059,244059.1146,150930.2147,110872.7452,94670.6029,61692.8969,64647.8376,78420.003,148040.9875,75190.0094,82563.6522,29278.2359,50548.7549,70185.0636,65013.9593,77009.13,82610.6447,47562,195388.44,97243.4759,89020.2647,88678.6403,99705.1416,58989.407,38212.3757,137072.6121,132876.6759,40437.5568,91644.2554,90317.1395,64478.224,44675.408,84023.0513,92848.7075,59986.49136,47072.9929
20140729,589086.3739,191649.8061,362508.1854,169274.69,161313.3278,142803.0812,255206.6103,60574.5792,150286.22,189368.8642,131704.3458,220562.6349,189938.69,444682.4807,38207.2662,215427.7036,270579.841,69476.3187,71481.6098,181002.1466,126221.3343,55281.2909,177345.6186,85073.8979,144059.9994,252081.3524,62411.449,171192.799,398693.7306,63824.2783,103998.9282,288455.0211,64362.7672,77178.7267,212823.7701,243188.7413,149284.9628,110749.6596,94710.1396,60882.4812,64292.6297,78035.0521,147851.5527,73963.8936,84569.7169,28838.375,49929.5727,70141.0185,65351.0456,77135.76,82392.4653,47911.0606,194101.5072,97084.6851,88669.7453,88145.3867,98186.557,59081.881,38719.3393,135821.9771,133144.0651,39991.8166,90977.7943,89383.8145,64207.8751,44381.1931,82572.8575,93592.29,60794.6376,46385.2837
20140730,587709.1645,194164.056,359976.3691,170066.85,163837.1347,144031.6269,257111.8856,60166.3259,152050,186375.1418,131294.5307,221578.1859,188744.76,443394.1683,38340.894,214557.2049,273519.7849,69041.3503,71219.5229,182472.26,127444.8315,55056.6355,173770.3021,85583.4178,142958.0285,252290.7539,62341.7155,169731.6109,399818.554,62666.008,103900.7118,289416.915,65722.9605,76744.732,211497.8496,241061.1622,151034.1254,111816.4012,94838.6338,61276.4333,62533.5049,77076.6029,149011.2634,74528.4361,84752.0864,28416.8417,50420.6482,70628.7197,64533.2992,77642.28,81559.4168,48339.9065,193532.8796,95143.4408,88693.1132,88123.7683,97317.4875,59269.681,38896.7765,133968.6264,130847.6642,39563.9059,90895.9482,89267.1489,64373.0883,45060.1506,81279.4415,98677.59,60050.77572,45760.7314
20140731,572440.1031,188893.7513,355631.867,167789.39,160366.9001,140591.6989,252352.6685,58677.9025,148735.31,182808.1534,129245.4549,216914.1738,184747.69,424885.4142,36995.4643,209002.5941,267219.905,66011.3598,70500.7949,179932.9732,123556.4568,54270.3413,172322.9472,83338.3458,140520.7283,246027.7449,61504.9139,165815.6268,389096.2788,60982.3366,101285.6992,283164.6043,63751.6659,75196.8175,209224.8431,237192.8365,148730.7727,110571.8693,93464.7339,59205.3708,60926.4006,76762.3572,144612.6797,73231.7525,83923.134,26703.8567,49374.4438,69677.3027,62891.5641,76032.27,80528.0234,47721.5706,191208.4899,92097.9297,85863.5653,86819.4587,96192.2712,58353.2169,37762.4456,132748.1272,128110.3718,38592.1921,89282.4106,88226.1326,63261.6538,44177.5058,79417.7062,96689.01,58859.21302,44666.0107
20140801,575613.6727,188139.7364,353159.9124,167071.495,157527.6173,140514.9148,254359.4492,58448.26,145828.2671,183827.2929,128067.2363,212438.2268,183221.38,424284.2018,36491.6351,206556.9073,264332.4601,65196.8836,71054.0005,176458.1596,121595.5092,53660.5622,172322.9472,83561.2608,139950.2964,243476.8537,61245.9039,165990.9693,385225.308,60862.9273,99075.8294,281746.7066,62292.908,75298.0829,215529.7303,237063.8923,147864.8506,109067.4902,93207.7454,58676.3495,61450.9666,76903.7677,141872.8056,73919.7887,82580.2313,27099.0875,49363.7683,69277.5476,63111.1421,74765.97,80329.6785,47462.2684,188694.5576,90496.6816,86824.6814,86747.3974,95826.3472,57827.3769,37927.2087,132763.1951,127938.5374,38618.9366,89434.4105,87867.1614,63126.4793,43826.711,79848.8449,95292.45,58767.68882,44490.5746
20140804,572380.2245,191129.7957,357362.2352,168581.55,158263.7277,139345.7784,253556.7369,59613.4829,146555.8926,183126.6345,128912.4801,213076.569,183895.56,429995.7199,37273.0846,208132.0954,267692.396,66011.3598,70055.0482,178641.0553,122785.486,53933.3581,172805.3988,84853.533,142180.1668,243990.8393,62232.1343,166750.7872,390508.2863,61710.7335,100647.2923,282479.9813,62746.3057,75139.7132,214366.1674,237063.8923,151086.0807,109450.4231,92605.7543,58957.7438,61653.9425,79150.6242,144917.6235,75445.8178,82862.0751,26944.432,49523.9016,69925.1508,63921.0642,75326.76,80785.8718,47781.4096,189183.3778,90978.1026,87635.2612,86423.1215,96100.7902,58240.5369,38465.8575,135143.922,128297.8275,38422.8108,90463.333,88208.184,63667.1772,44358.5611,79935.5737,97645.35,59152.09046,44904.6037
20140805,569565.9269,188997.7534,354972.6791,162491.82,157737.9346,139481.8287,251048.2611,57597.7324,145191.5948,180960.963,127913.5556,210857.4132,182080.46,421707.5771,36543.0462,205852.2178,264594.9551,65429.5911,69469.4268,178017.3708,121930.714,53532.1877,171840.4956,84057.3843,138822.3968,237880.1223,61753.962,163740.7396,384716.7313,61018.1594,98045.7518,281521.0836,61668.9608,74483.3465,214880.2999,236419.1714,148910.2402,109450.4231,91741.6565,58158.5839,60825.1241,77268.9604,144303.1155,75145.9045,81834.1742,26746.8166,49096.8794,69213.5868,63726.4318,74476.53,80468.5199,47512.1342,186649.4937,90381.5592,87079.435,87388.743,96073.3459,57684.6489,36773.8667,134405.5953,127438.6554,37977.0706,89488.4036,87912.0328,62824.5432,44075.6621,78691.8939,97138.5737,58602.94526,44097.598
20140806,568607.8681,188425.742,352171.1306,162615.595,159841.107,140267.8974,255262.5005,57801.859,145949.538,180132.9121,127708.6481,211496.831,179539.32,422119.2037,36563.6107,203655.2449,261333.5858,65856.2215,71451.1531,178908.3487,122165.3573,53596.375,175086.0792,82879.0841,139457.6506,238752.7059,61066.5893,163448.502,385613.0419,61483.8558,99115.4759,284031.1394,61963.4639,74911.4117,219426.313,239191.4714,148635.5931,110120.5556,91780.9337,57775.8876,60309.2269,77502.8489,145028.5121,63462.9973,82033.1227,26789.7765,49289.0394,68861.8024,63720.1533,74023.1663,82174.286,47970.8996,185522.2146,90423.4219,87264.7104,85277.3468,94948.1296,57940.0569,36735.8445,136379.4891,130406.7045,37593.7339,89210.4534,87508.1903,62809.5062,44505.6686,79187.4226,96538.484,59280.22434,43166.0565
20140807,565733.6919,190245.7782,356208.6564,161798.68,158999.838,139149.2613,255864.5347,57300.0477,145706.9962,177797.8064,127350.0598,210293.221,177413.06,419091.2725,36368.2483,201665.5336,259454.2392,65235.6682,74904.4432,176725.453,121494.9478,53131.0172,172586.1026,83484.5604,138731.6462,238600.7913,60767.7316,160500.9289,383678.1933,61280.8599,97861.3166,281831.3152,61570.793,74283.5828,216855.6508,238385.5703,146781.725,110052.1747,91623.825,57494.4932,59319.7192,76629.6652,143901.1441,61599.4557,80657.0619,27116.2715,48755.2616,68134.2482,64002.6843,73302.3954,81618.9203,47791.3827,183856.2357,90025.7263,85759.3478,86358.2664,95341.4979,57624.5529,36438.0034,135460.3477,129203.8636,38174.5888,88144.9774,87481.2674,62448.6184,43475.9163,77010.983,95520.6103,58941.5848,43124.1816
20140808,567290.5373,189959.7725,355961.4609,161402.6,159841.107,139753.9294,257469.9592,58099.5437,146889.3876,179700.0654,128220.917,211910.5719,178761.42,425360.3696,37139.4156,201872.7952,261020.3613,66282.8519,75861.1689,177928.2731,123824.6206,53804.9836,173024.695,84105.5594,140507.764,242797.4308,61913.3528,163125.9441,387561.2278,62427.1893,100000.7649,285074.6457,62729.1721,74840.0675,219184.4572,240706.5657,149081.8947,112732.7049,91859.488,58148.2875,59815.3214,77806.9039,146373.0372,62599.6134,81552.3304,27597.4221,49459.8483,69165.6162,64843.9988,74203.359,82570.9757,49586.5515,186180.6254,91543.249,87044.6959,86927.5507,96933.2673,58308.1449,37097.056,136047.9955,130969.0717,38989.6727,90113.7917,88522.2838,62689.2103,43566.444,77846.5803,96432.139,59527.33968,43829.076
20140811,574775.3713,190947.7921,355961.4609,163482.02,160051.4243,140464.4145,258774.3666,59043.6294,146707.4812,179129.3877,129245.4549,211835.3463,178761.42,421053.0307,40481.1404,201748.4382,260446.1165,66593.1286,76540.1043,177839.1753,125249.2406,54238.2477,173551.0059,84886.1729,141583.8061,242512.591,61833.6574,163443.2537,387021.3927,61854.0246,99349.0938,285300.2687,62984.4082,75482.1654,220619.513,239707.2482,150197.6486,113348.1327,91839.8494,58204.5238,60287.3702,77783.5151,147079.9524,63292.0302,81386.5399,27588.8301,49641.3327,69461.435,65609.9716,73806.935,83324.6863,49726.1758,187018.6028,90999.0339,87577.3626,87050.0549,96713.7129,58495.945,36982.9892,138308.1793,131765.7586,38568.6953,90750.7611,89356.8917,63230.5419,43498.5482,77603.6741,96713.1936,59518.18726,43675.5346
20140812,574655.614,189361.7606,358598.2125,164026.63,159946.2657,141129.5495,256968.264,58703.4183,146859.0698,178051.4409,128835.6397,211948.1847,179643.04,420029.5047,39823.0777,202453.1276,259871.8717,66748.2669,77289.0811,177750.0775,124260.3867,54077.7795,174033.4575,84137.786,139846.5814,241335.2532,61973.1243,164510.5675,383544.1894,61854.0246,98881.858,283805.5164,62846.9734,76124.2632,220457.0538,239255.9435,149699.8507,113402.8374,91869.3073,58665.6611,60135.6402,77814.7002,147537.3682,62437.1946,81204.1704,27382.6227,49817.4794,69113.6481,65503.2377,74167.3204,83225.5139,49696.2563,186888.9158,91135.0877,87577.3626,86812.2526,95972.7168,58458.3849,37046.3596,137434.2415,131500.1963,38712.0068,91109.7802,89446.6345,62508.7664,43475.9163,77943.7428,95953.5864,59939.19858,43738.347
20140813,582260.2053,191805.8092,363212.5277,168829.1,160366.9001,142066.7851,259175.7228,59145.6927,147798.9194,178875.7532,129091.7742,213339.8587,179902.34,422588.3198,39864.2066,202784.7462,260968.1573,67562.7431,77886.8138,179264.7398,124863.7552,54478.95,175173.7977,85347.9435,139522.4724,242303.7085,63228.3267,166875.9658,391815.9129,62689.8898,99459.755,286936.0353,62866.6069,76381.1023,220619.513,238643.4586,150369.3031,113676.3609,92262.079,58980.5841,60354.8057,77955.0333,150753.1395,63394.6105,81519.1723,27021.7598,50260.5149,70684.6854,66024.3504,74527.7058,83443.6932,49716.2026,187497.4471,91469.9893,88353.2034,87900.3783,96567.3433,58022.6889,36919.6187,138232.8398,131953.2143,38577.6523,91387.7304,90254.3195,63395.9488,43509.8642,79197.1388,96728.3858,59591.40662,44003.5548
20140814,583817.0508,193173.4363,364778.099,168036.94,161103.0105,145664.5607,259677.4179,57274.5319,148950.993,182173.0021,125710.7992,214317.7917,181043.26,422588.3198,41005.5341,203116.3647,263004.1161,67601.5277,77406.1007,179175.642,125299.5213,54478.95,176226.4194,86287.4078,137305.5663,241088.3921,63487.3367,169558.6737,391796.3511,62248.0754,98574.466,287725.7158,63161.1101,77137.3508,221892.1096,239803.9563,152103.0131,114688.3978,91967.5002,59531.6994,60186.2169,77939.4407,153955.0496,65412.0226,82596.8103,27348.2548,50452.6749,70724.6609,66338.2737,74960.1684,83820.5485,50274.6996,187427.6156,91333.9355,88063.7106,89435.284,96759.4534,57556.9449,37223.7969,138308.1793,132671.7946,38900.1031,91839.3996,91295.3358,63651.5776,43328.8088,79498.3425,100161.8105,59673.7784,43933.7632
20140815,586691.227,191441.8019,369062.8203,169175.67,160051.4243,150396.0891,257269.2811,58193.1017,147707.9662,181602.3244,125147.3033,213452.6971,180161.64,422332.4383,42599.2798,202287.3184,262116.6468,67136.1127,77625.1063,179442.9354,124712.9131,54302.435,179296.5661,85825.6372,138109.3568,239455.3107,63009.1644,169068.2862,391076.4494,62116.7251,99127.7716,285328.4716,63259.2778,77037.469,221431.8087,238224.39,153253.0979,114455.9029,92095.151,59025.5731,60321.0879,78321.4586,154149.1048,65394.9259,82364.7037,27322.4789,50772.9416,71640.0999,66388.5015,74365.5324,83701.5416,49865.8,186928.8195,90632.7354,87091.0147,88750.7017,96631.38,57774.7929,36881.5965,138398.5866,132000.0782,38891.1461,91387.7304,91528.6671,63245.5789,43272.229,79158.2738,100875.8413,59719.5405,43947.7215
20140818,593756.9103,193937.8515,371699.5718,170363.91,162470.0726,152255.4437,261583.8596,58575.8392,150103.0666,182870.497,126171.8412,215258.112,179694.9,424422.1373,42301.0951,202204.4137,264622.4423,67601.5277,77897.9534,181046.6955,125752.0477,55201.0568,181357.9503,86478.4852,140196.6192,239835.097,63228.3267,168520.2061,397043.8703,63143.6452,97553.9246,289643.5112,64024.986,77736.6421,223218.8592,240126.3168,154437.5137,114319.1411,92546.8385,60161.5455,60759.4189,78430.6066,154564.9373,65702.6667,82878.6541,27339.6628,50772.9416,73003.2646,67167.0313,75176.3996,84296.5762,50314.5922,188904.052,91218.8131,88897.4498,90062.2174,98881.8126,58285.6089,37103.393,138850.6234,132765.5225,38855.3183,91665.6807,93144.0372,63501.2077,43645.6557,80003.5874,101194.8763,60286.99054,44540.9495
20140819,601960.2884,195757.8877,373512.3385,170017.34,162470.0726,153101.9791,261383.1815,58490.7864,150679.1034,183504.5834,126223.0681,216499.3347,178813.28,424294.1966,42588.9976,201872.7952,265509.9115,67330.0357,77674.8376,184476.9601,125919.65,55473.8528,180963.2171,88038.9514,141856.0577,242360.6765,63766.2705,169933.6758,400132.7896,63382.4639,98254.7783,290376.7859,63867.9177,77936.4059,223895.7723,241383.5227,154643.499,120664.886,92743.2244,60319.007,60978.5844,79366.1605,154842.159,65813.7953,83392.6046,27459.9505,50911.7238,73043.2401,67367.9422,75392.6309,84693.266,51381.7203,189612.3424,92223.5178,88469.0005,90494.5852,99311.7733,58683.745,37546.9861,138413.6545,133374.7536,39231.5108,92105.7686,93682.4939,63967.3544,43668.2876,81101.5235,101042.9549,60671.39218,44617.7202
20140820,602199.803,194509.8629,370381.196,170809.5,163206.183,152361.2606,264493.6915,58499.2917,150982.2807,183187.5402,126581.6564,216800.2372,179072.58,425189.7819,42774.0777,202370.223,265457.7075,67523.9586,77280.8625,183764.1779,128113.5649,55409.6655,180919.3579,87672.7195,142413.5253,242094.826,63905.7374,171577.9161,398737.9559,63645.1643,98980.2234,291081.8578,63887.5512,78293.1269,224220.6906,241641.411,154214.3629,124111.2819,92487.9228,60397.7377,61029.1611,79319.3828,155142.4824,65839.4404,82961.5493,27485.7264,51114.5594,73554.9265,67619.0808,75158.3803,84217.2383,52189.5463,189642.2702,92610.7477,88457.4208,91770.0703,100363.8048,58616.137,38231.3869,138971.1665,132921.7356,39240.4678,92198.4187,94741.4588,63365.8748,43883.2908,81062.6585,100784.6884,60607.32524,45001.5735
20140821,602259.6817,193885.8505,372605.9552,174027.65,169936.3348,154598.5328,265196.0648,58125.0595,154832.632,182743.6798,127503.7405,220034.9388,179643.04,423398.6113,42414.1997,202577.4846,267754.6867,67485.174,77388.3103,185234.2913,128668.3287,55521.9932,181621.1057,87513.4883,141881.9864,242930.356,63855.9278,169760.5979,397399.2586,63370.5229,99570.4161,293845.7394,64849.5948,79306.2146,225493.2872,243543.3378,155141.2969,124658.3289,92821.7787,60667.6718,60961.7255,79732.5858,153816.4388,65617.1831,82878.6541,27709.1177,51424.1505,73283.0931,67788.5994,76023.3054,84455.2521,52528.6337,190769.5493,93291.0165,89152.2035,91878.1622,100683.9883,58195.4649,38700.3281,138699.9444,133015.4635,39312.1235,91468.7993,95001.7129,63636.5406,44290.6654,81393.0109,100670.7474,60680.5446,45057.4067
20140822,606690.7034,193885.8505,372029.1658,172987.94,169620.859,157153.2558,262386.5718,57385.1005,154408.1839,183377.7661,126274.295,219997.326,178917,420072.1516,41961.7815,201624.0812,267180.4419,66593.1286,77372.5749,185457.0357,128752.1298,54944.3077,180349.1878,87899.0528,141350.4475,241373.2319,63347.8697,170683.6802,397140.3964,63418.2866,98660.5358,290771.6261,65713.4708,78949.4936,225791.1289,244123.5867,155330.1168,124494.2148,92743.2244,60274.018,60439.1001,79865.1226,153206.5512,66018.9559,83193.656,27829.4054,51264.0171,73251.1127,67374.2206,75734.997,84475.0866,52389.0095,189951.5238,93018.909,88561.6382,91849.3377,100071.0656,58052.7369,38687.654,138021.8893,131750.1373,39124.0272,91769.9121,94920.9444,63320.7638,44268.0335,81402.7272,100891.0335,60277.83812,45085.3234
20140825,608008.0342,195055.8737,372193.9627,172344.31,171303.3969,162428.9856,262888.267,58303.6703,156530.4248,183314.3575,126530.4295,223194.4149,178968.86,421138.3246,41673.8791,203738.1495,268589.9518,66825.8361,77071.8971,185947.0735,128366.6444,55634.3209,181621.1057,88965.9435,142893.2067,242759.4521,63387.7174,172299.0741,395665.3113,63442.1685,99349.0938,291138.2635,67146.7195,79748.5486,226197.2768,243994.6425,155141.2969,124726.7098,92733.4051,61005.0893,60944.8667,80520.0104,154329.2989,65779.6019,84105.5036,28207.4522,50570.106,74674.2406,67788.5994,76131.421,84832.1074,52558.5532,190699.7179,93761.9718,88503.7396,92476.2711,100464.4339,58571.065,38643.2947,140417.6841,133077.9487,39321.0805,91735.1683,94804.2788,63892.1694,44664.092,81849.6746,102387.4597,60543.2583,45190.0106
20140826,604109.9327,197500.2473,370834.3877,172294.8,171724.0314,160645.2145,260981.8254,59375.3352,158046.3111,185216.6164,127093.9253,224698.9273,178917,424933.9004,41190.6143,204152.6727,269164.1966,66670.6977,77047.9415,186392.5625,129070.5743,55923.1637,182454.4312,88774.8586,143930.3557,243538.0142,63278.1363,173654.8512,394048.3694,63406.3457,99029.4062,291730.5238,67539.3903,80019.6566,225764.0524,243446.6297,154523.3409,125314.7853,92409.3684,61342.5068,60809.9956,80418.6587,157937.8008,65805.247,84171.8197,27760.6696,50698.2127,76477.1358,67845.1056,76419.7293,85010.6178,52438.8753,192525.3116,93301.4822,89163.7832,92670.8366,100336.3605,58435.8489,38465.8575,139528.6785,133187.2979,38998.6297,91897.3059,94732.4845,64358.3161,44505.6686,82704.7044,104271.2857,60552.41072,44903.8654
20140827,611540.8759,194041.8536,369722.0082,172245.29,170356.9693,162368.5188,262185.8938,58244.1334,157227.7325,186992.0582,127042.6984,224134.7351,180213.5,424464.7843,41056.9453,204898.8145,268015.707,67330.0357,77699.0283,185501.5846,129003.5334,55698.5082,182454.4312,88701.1961,143956.2845,244278.5977,63118.7455,173885.6218,389949.0586,64051.156,99631.8945,291110.0606,67009.2847,80133.8073,225574.5168,244510.4193,155124.1315,123649.809,92939.6103,61556.2046,61096.5966,80597.9732,158561.5496,65694.1183,83309.7093,28155.9004,51007.8038,75741.8364,68152.7505,76041.3246,84931.2799,52379.0363,191787.0934,93395.6732,88746.9136,92382.5914,99796.6226,58533.505,38523.6255,138971.1665,133171.6766,39258.3817,91989.956,94499.1533,64057.5763,44324.6133,83928.9517,104696.6657,60341.90506,44945.7403
20140828,612259.4199,192026.8136,369804.4066,171552.15,168358.9555,162519.6858,260981.8254,57308.553,155802.7993,186294.5632,127298.8329,222517.3843,180161.64,424635.3719,40892.4296,204815.9098,267023.8296,67562.7431,77167.4846,183853.2756,127947.6385,55650.3678,182586.009,88541.948,142815.4205,244487.4802,62879.6594,173077.9248,388458.0762,64051.156,99176.9543,290348.583,66871.8498,79520.2472,224816.3741,244671.5995,154883.8153,124511.1988,92438.8263,61173.7981,61180.891,81089.1391,157101.5155,65779.6019,83790.5017,28353.5158,51264.0171,75713.6037,68215.5351,75789.0548,85109.7903,52398.9826,191537.6953,93165.4284,88191.0874,91597.1231,99814.9188,58450.8729,38244.7903,139498.5427,133187.2979,39616.6604,91989.956,94265.822,63681.6516,44132.2419,83890.0867,105349.9279,60543.2583,44848.0322
20140829,613756.3867,194535.8634,374336.3234,172888.92,169200.2245,162595.2693,260680.8083,57504.1743,156591.0602,186357.9718,128016.0094,223608.1558,181302.56,424166.2558,41396.2589,206515.4549,268537.7477,67523.9586,76789.2449,185011.5468,127545.3929,55842.9296,182980.7421,88033.8454,142141.2737,245816.7325,62542.1233,173395.2343,389969.5401,63943.6876,99865.5124,292548.4072,67362.6884,79991.1189,225032.9863,243382.1576,154283.0247,125843.6611,92026.416,61567.4518,61012.3022,80870.8431,156648.7201,65847.9888,83972.8712,28714.3787,51434.826,75969.4469,68479.2307,76185.4788,85446.9766,52369.0632,191836.973,93720.1091,87785.7975,91373.7331,98781.1835,58450.8729,38067.3497,139362.9317,133687.1798,39768.9288,92013.1185,94472.2304,63516.2447,44335.9292,84220.4391,105874.0569,60506.64862,44680.5325
